Date,Open,High,Low,Close,Adj Close,Volume
2019-12-09,8650.860352,8678.849609,8619.769531,8621.830078,8621.830078,2088520000
2019-12-10,8623.559570,8650.759766,8600.820313,8616.179688,8616.179688,2053390000
2019-12-11,8631.120117,8658.480469,8622.360352,8654.049805,8654.049805,1937850000
2019-12-12,8645.360352,8745.820313,8633.599609,8717.320313,8717.320313,2388270000
2019-12-13,8713.910156,8768.870117,8697.580078,8734.879883,8734.879883,2188720000
2019-12-16,8791.309570,8833.450195,8789.769531,8814.230469,8814.230469,2346290000
2019-12-17,8829.469727,8831.990234,8804.599609,8823.360352,8823.360352,2374120000
2019-12-18,8834.650391,8848.759766,8820.419922,8827.740234,8827.740234,2727870000
2019-12-19,8838.969727,8888.129883,8838.969727,8887.219727,8887.219727,2415950000
2019-12-20,8911.839844,8931.910156,8901.870117,8924.959961,8924.959961,3825460000
2019-12-23,8950.200195,8956.639648,8934.549805,8945.650391,8945.650391,2025450000
2019-12-24,8955.009766,8957.120117,8934.360352,8952.879883,8952.879883,1014520000
2019-12-26,8970.209961,9022.459961,8968.459961,9022.389648,9022.389648,1634920000
2019-12-27,9049.469727,9052.000000,8987.320313,9006.620117,9006.620117,1832200000
2019-12-30,9004.450195,9006.360352,8909.190430,8945.990234,8945.990234,2042420000
2019-12-31,8918.740234,8975.360352,8912.769531,8972.599609,8972.599609,2182800000
2020-01-02,9039.459961,9093.429688,9010.889648,9092.190430,9092.190430,2848370000
2020-01-03,8976.429688,9065.759766,8976.429688,9020.769531,9020.769531,2567400000
2020-01-06,8943.500000,9072.410156,8943.500000,9071.469727,9071.469727,2788120000
2020-01-07,9076.639648,9091.929688,9042.549805,9068.580078,9068.580078,2352850000
2020-01-08,9068.030273,9168.889648,9059.379883,9129.240234,9129.240234,2464090000
2020-01-09,9202.269531,9215.950195,9158.500000,9203.429688,9203.429688,2534700000
2020-01-10,9232.950195,9235.200195,9164.660156,9178.860352,9178.860352,2378990000
2020-01-13,9213.719727,9274.490234,9193.059570,9273.929688,9273.929688,2530270000
2020-01-14,9270.610352,9298.330078,9226.490234,9251.330078,9251.330078,2542170000
2020-01-15,9253.759766,9298.820313,9231.139648,9258.700195,9258.700195,2435650000
2020-01-16,9313.450195,9357.919922,9301.320313,9357.129883,9357.129883,2301400000
2020-01-17,9392.370117,9393.480469,9346.809570,9388.940430,9388.940430,2522670000
2020-01-21,9361.070313,9397.580078,9350.200195,9370.809570,9370.809570,2684540000
2020-01-22,9413.610352,9439.290039,9375.129883,9383.769531,9383.769531,2449390000
2020-01-23,9377.719727,9409.200195,9334.129883,9402.480469,9402.480469,2460050000
2020-01-24,9446.209961,9451.429688,9273.230469,9314.910156,9314.910156,2611710000
2020-01-27,9092.459961,9185.450195,9088.040039,9139.309570,9139.309570,2583330000
2020-01-28,9201.820313,9288.870117,9182.330078,9269.679688,9269.679688,2157830000
2020-01-29,9318.259766,9329.120117,9249.040039,9275.160156,9275.160156,2223480000
2020-01-30,9211.150391,9303.000000,9185.179688,9298.929688,9298.929688,2333500000
2020-01-31,9324.330078,9324.799805,9123.219727,9150.940430,9150.940430,2685840000
2020-02-03,9190.719727,9299.849609,9188.549805,9273.400391,9273.400391,2420510000
2020-02-04,9398.389648,9485.379883,9374.049805,9467.969727,9467.969727,2445420000
2020-02-05,9574.099609,9574.940430,9454.929688,9508.679688,9508.679688,2462470000
2020-02-06,9540.980469,9575.660156,9505.679688,9572.150391,9572.150391,2267300000
2020-02-07,9526.639648,9570.089844,9496.530273,9520.509766,9520.509766,2238670000
2020-02-10,9493.629883,9628.660156,9493.629883,9628.389648,9628.389648,2179310000
2020-02-11,9680.889648,9714.740234,9617.209961,9638.940430,9638.940430,2423670000
2020-02-12,9688.599609,9728.769531,9666.690430,9725.959961,9725.959961,2355000000
2020-02-13,9657.040039,9748.320313,9650.019531,9711.969727,9711.969727,2239270000
2020-02-14,9728.900391,9746.360352,9693.049805,9731.179688,9731.179688,2222240000
2020-02-18,9679.040039,9747.679688,9675.799805,9732.740234,9732.740234,2273460000
2020-02-19,9782.809570,9838.370117,9777.099609,9817.179688,9817.179688,2462530000
2020-02-20,9799.200195,9820.860352,9636.940430,9750.969727,9750.969727,2735610000
2020-02-21,9708.009766,9715.950195,9542.330078,9576.589844,9576.589844,2743010000
2020-02-24,9188.440430,9322.879883,9166.009766,9221.280273,9221.280273,3177000000
2020-02-25,9301.200195,9315.259766,8940.490234,8965.610352,8965.610352,3583400000
2020-02-26,9011.549805,9148.320313,8927.799805,8980.780273,8980.780273,3567830000
2020-02-27,8744.030273,8904.110352,8562.049805,8566.480469,8566.480469,4536080000
2020-02-28,8269.740234,8591.820313,8264.160156,8567.370117,8567.370117,5301170000
2020-03-02,8667.139648,8952.809570,8543.349609,8952.169922,8952.169922,4232760000
2020-03-03,8965.099609,9070.320313,8602.889648,8684.089844,8684.089844,4336700000
2020-03-04,8834.099609,9019.959961,8757.660156,9018.089844,9018.089844,3602870000
2020-03-05,8790.089844,8921.080078,8677.389648,8738.589844,8738.589844,3748090000
2020-03-06,8469.019531,8612.360352,8375.129883,8575.620117,8575.620117,4279850000
2020-03-09,7957.930176,8243.309570,7943.160156,7950.680176,7950.680176,4530350000
2020-03-10,8219.759766,8347.400391,7930.430176,8344.250000,8344.250000,4431930000
2020-03-11,8136.250000,8181.359863,7850.950195,7952.049805,7952.049805,4273890000
2020-03-12,7398.580078,7712.330078,7194.669922,7201.799805,7201.799805,5066530000
2020-03-13,7610.390137,7875.930176,7219.089844,7874.879883,7874.879883,4685890000
2020-03-16,7392.729980,7422.200195,6882.859863,6904.589844,6904.589844,4594360000
2020-03-17,7072.000000,7406.229980,6828.910156,7334.779785,7334.779785,4900000000
2020-03-18,6902.319824,7182.830078,6686.359863,6989.839844,6989.839844,4890820000
2020-03-19,6996.450195,7341.379883,6858.379883,7150.580078,7150.580078,4762170000
2020-03-20,7248.069824,7354.439941,6854.669922,6879.520020,6879.520020,5239940000
2020-03-23,6847.279785,6984.939941,6631.419922,6860.669922,6860.669922,4330610000
2020-03-24,7196.149902,7418.370117,7169.859863,7417.859863,7417.859863,4417380000
2020-03-25,7421.359863,7671.209961,7276.399902,7384.299805,7384.299805,4666440000
2020-03-26,7462.209961,7809.830078,7462.209961,7797.540039,7797.540039,3999850000
2020-03-27,7554.250000,7716.240234,7491.140137,7502.379883,7502.379883,3977010000
2020-03-30,7583.459961,7784.350098,7539.970215,7774.149902,7774.149902,3846900000
2020-03-31,7740.060059,7880.310059,7642.859863,7700.100098,7700.100098,4059700000
2020-04-01,7459.500000,7566.370117,7301.979980,7360.580078,7360.580078,3685510000
2020-04-02,7317.450195,7501.700195,7307.950195,7487.310059,7487.310059,3608190000
2020-04-03,7477.270020,7518.720215,7288.109863,7373.080078,7373.080078,3279100000
2020-04-06,7660.169922,7938.330078,7617.790039,7913.240234,7913.240234,3849100000
2020-04-07,8129.990234,8146.430176,7881.220215,7887.259766,7887.259766,4069410000
2020-04-08,7975.720215,8114.430176,7901.939941,8090.899902,8090.899902,3470730000
2020-04-09,8169.009766,8227.910156,8072.319824,8153.580078,8153.580078,4123670000
