,Date,Total Construction,Total Residential,Total Nonresidential,Total Lodging,Total Office,Total Commercial,Total Health Care,Total Educational,Total Religious,Total Public safety,Total Amusement and recreation,Total Transportation,Total Communication,Total Power,Total Highway and street,Total Sewage and waste disposal,Total Water supply,Total Conservation and development,Total Manufacturing,Total Private Construction,Private Residential,Private Nonresidential,Private Lodging,Private Office,Private Commercial,Private Health care,Private Educational,Private Religious,Private Amusement and recreation,Private Transportation,Private Communication,Private Power,Private Manufacturing,Total Public Construction,Public Residential,Public Nonresidential,Public Office,Public Commercial,Public Health care,Public Education,Public Public safety,Public Amusement and recreation,Public Transportation,Public Power,Public Highway and street,Public Sewage and waste disposal,Public Water supply,Public Conservation and development,Year,month,"Unemployment Rate, 16yo and over","Unemployment Rate, Men, 16yo and over","Unemployment Rate, Women, 16yo and over","Unemployment Rate, White, 16yo and over","Unemployment Rate, White, Men, 16yo and over","Unemployment Rate, White, Women, 16yo and over","Unemployment Rate, African American, 16yo and over","Unemployment Rate, African American, Men, 16yo and over","Unemployment Rate, African American, Women, 16yo and over","Unemployment Rate, Asian, 16yo and over","Unemployment Rate, Hispanic or Latino, 16yo and over","Unemployment Rate, 16-19yo","Unemployment Rate, Men, 16-19yo","Unemployment Rate, Women, 16-19yo","Unemployment Rate, White, 16-19yo","Unemployment Rate, White, Men, 16-19yo","Unemployment Rate, White, Women, 16-19yo","Unemployment Rate, African American, 16-19yo","Unemployment Rate, African American, Men, 16-19yo","Unemployment Rate, African American, Women, 16-19yo","Unemployment Rate, Hispanic or Latino, 16-19yo","Unemployment Rate, Hispanic or Latino, Men, 16-19yo","Unemployment Rate, Hispanic or Latino, Women, 16-19yo","Unemployment Rate, 20yo and over","Unemployment Rate, Men, 20yo and over","Unemployment Rate, Women, 20yo and over","Unemployment Rate, White, 20yo and over","Unemployment Rate, White, Men, 20yo and over","Unemployment Rate, White, Women, 20yo and over","Unemployment Rate, African American, 20yo and over","Unemployment Rate, African American, Men, 20yo and over","Unemployment Rate, African American, Women, 20yo and over","Unemployment Rate, Hispanic or Latino","Unemployment Rate, Hispanic or Latino, Men, 20yo and over","Unemployment Rate, Hispanic or Latino, Women, 20yo and over","Unemployment Rate, 20-24yo","Unemployment Rate, Men, 20-24yo","Unemployment Rate, Women, 20-24yo","Unemployment Rate, 25-34yo","Unemployment Rate, Men, 25-34yo","Unemployment Rate, Women, 25-34yo","Unemployment Rate, 35-44yo","Unemployment Rate, Men, 35-44yo","Unemployment Rate, Women, 35-44yo","Unemployment Rate, 45-54yo","Unemployment Rate, Men, 45-54yo","Unemployment Rate, Women, 45-54yo","Unemployment Rate, 55yo and over","Unemployment Rate, Men, 55yo and over","Unemployment Rate, Women, 55yo and over","Unemployment Rate, 25yo and over","Unemployment Rate, Men, 25yo and over","Unemployment Rate, Women, 25yo and over","Unemployment Rate, Less than High School diploma, 25yo and over","Unemployment Rate, High school-no college, 25yo and over","Unemployment Rate, Some college, 25yo and over","Unemployment Rate, Bachelor's degree or higher, 25yo and over"
81,2012-10,870706.0,295540.0,575166.0,11416.0,38498.0,48940.0,41464.0,82775.0,3819.0,9931.0,15739.0,40906.0,16021.0,98209.0,77131.0,21708.0,12741.0,6512.0,49355.0,595873.0,289537.0,306335.0,10877.0,29073.0,46125.0,30090.0,16793.0,3789.0,6551.0,11790.0,15920.0,85540.0,48505.0,274834.0,6003.0,268831.0,9425.0,2815.0,11374.0,65983.0,9857.0,9188.0,29116.0,12669.0,77010.0,21009.0,12454.0,6413.0,2012,October,7.8,7.9,7.6,6.9,7.1,6.7,14.1,15.4,13.0,4.9,10.0,23.9,27.2,20.5,20.8,24.1,17.3,41.9,50.4,34.2,28.1,28.1,28.0,7.2,7.2,7.1,6.4,6.5,6.2,12.9,13.9,12.1,9.1,8.7,9.7,13.1,13.7,12.4,8.1,8.0,8.3,6.2,6.0,6.5,6.0,6.1,5.8,5.9,6.0,5.6,6.5,6.5,6.5,12.1,8.3,6.9,3.7
82,2012-11,867420.0,298191.0,569229.0,10841.0,37587.0,47798.0,40766.0,81754.0,3535.0,9706.0,15230.0,39535.0,15937.0,97671.0,77605.0,23081.0,13033.0,6102.0,49048.0,593307.0,291877.0,301430.0,10416.0,28397.0,44887.0,29640.0,16339.0,3526.0,6323.0,11194.0,15751.0,85429.0,48213.0,274113.0,6313.0,267800.0,9191.0,2911.0,11125.0,65415.0,9623.0,8907.0,28341.0,12243.0,77467.0,22422.0,12696.0,6005.0,2012,November,7.7,7.9,7.6,6.8,7.0,6.7,13.3,14.5,12.2,6.3,9.9,23.9,26.9,20.9,20.4,23.4,17.4,40.5,44.7,36.4,30.7,31.0,30.3,7.1,7.2,7.0,6.3,6.4,6.2,12.2,13.2,11.3,8.9,7.9,10.4,12.9,13.2,12.5,7.7,7.7,7.8,6.2,6.1,6.4,6.0,6.0,5.9,5.8,6.2,5.4,6.4,6.5,6.4,12.0,8.0,6.5,3.9
83,2012-12,866670.0,299966.0,566705.0,11880.0,37090.0,47093.0,42226.0,82330.0,3784.0,9842.0,14887.0,39698.0,15725.0,96273.0,75081.0,21214.0,13659.0,5981.0,49943.0,598542.0,293962.0,304580.0,11480.0,27991.0,44421.0,30568.0,17152.0,3746.0,6187.0,10861.0,15592.0,86048.0,49105.0,268128.0,6004.0,262124.0,9099.0,2672.0,11658.0,65177.0,9737.0,8700.0,28836.0,10225.0,74972.0,20450.0,13284.0,5905.0,2012,December,7.9,7.9,7.9,6.9,7.0,6.8,14.0,14.7,13.4,6.6,9.6,24.1,26.9,21.4,22.4,25.5,19.3,40.4,43.1,38.4,28.8,29.6,27.9,7.3,7.2,7.4,6.3,6.3,6.3,13.0,13.7,12.4,8.7,8.0,9.7,13.8,13.7,13.9,7.8,7.7,7.8,6.6,6.1,7.2,5.8,5.7,6.0,5.9,6.2,5.5,6.5,6.4,6.6,11.8,8.0,6.9,4.0
84,2013-01,855368.0,304988.0,550380.0,12227.0,37226.0,49681.0,41798.0,80136.0,3906.0,9206.0,14837.0,38737.0,16503.0,78507.0,76337.0,21048.0,14451.0,5910.0,49871.0,589651.0,298897.0,290754.0,11763.0,28842.0,47037.0,30945.0,16682.0,3888.0,5960.0,10660.0,16336.0,68079.0,49187.0,265717.0,6091.0,259626.0,8384.0,2644.0,10854.0,63454.0,9088.0,8877.0,28077.0,10428.0,76274.0,20562.0,13786.0,5866.0,2013,January,8.0,8.2,7.8,7.1,7.3,6.9,13.7,14.3,13.2,6.4,9.7,23.7,26.9,20.5,20.9,23.7,18.2,38.1,42.6,34.5,26.0,29.3,22.3,7.4,7.5,7.2,6.6,6.7,6.4,12.7,13.3,12.3,8.9,8.5,9.5,14.2,15.4,12.9,7.7,7.7,7.7,6.5,6.2,7.0,6.0,6.0,6.0,6.0,6.3,5.7,6.5,6.6,6.5,12.0,8.1,6.9,3.8
85,2013-02,865269.0,308516.0,556753.0,12760.0,36073.0,52417.0,41276.0,80513.0,3974.0,9835.0,14254.0,38856.0,16532.0,76944.0,79527.0,21981.0,14403.0,5943.0,51467.0,593615.0,302954.0,290660.0,12337.0,27757.0,49935.0,30586.0,16681.0,3950.0,6012.0,10121.0,16357.0,64678.0,50671.0,271654.0,5562.0,266092.0,8315.0,2482.0,10690.0,63832.0,9664.0,8242.0,28735.0,12266.0,79463.0,21364.0,13714.0,5907.0,2013,February,7.7,7.8,7.6,6.8,6.9,6.6,13.8,14.0,13.6,6.0,9.7,25.2,27.5,23.0,22.2,24.6,19.7,45.4,49.1,42.3,29.5,28.8,30.1,7.0,7.0,7.0,6.2,6.3,6.0,12.5,12.6,12.4,8.9,8.1,9.8,12.9,13.2,12.7,7.7,7.7,7.8,6.2,5.9,6.6,5.6,5.7,5.5,5.7,5.9,5.5,6.3,6.3,6.3,11.3,7.9,6.5,3.9
86,2013-03,858433.0,313008.0,545425.0,12769.0,35957.0,51116.0,40205.0,77460.0,3956.0,9328.0,14782.0,38839.0,17626.0,76491.0,75211.0,21183.0,13762.0,5646.0,51096.0,596054.0,306378.0,289677.0,12409.0,28374.0,48506.0,29492.0,16437.0,3937.0,6427.0,10642.0,17339.0,64719.0,50345.0,262379.0,6631.0,255748.0,7583.0,2609.0,10713.0,61022.0,9226.0,8355.0,28197.0,11771.0,75157.0,20907.0,13183.0,5607.0,2013,March,7.5,7.6,7.5,6.7,6.7,6.7,13.0,13.7,12.4,5.1,9.3,24.0,25.3,22.7,22.4,23.4,21.5,34.0,37.4,31.0,29.2,28.7,29.9,6.9,6.9,6.9,6.1,6.1,6.0,12.2,12.8,11.6,8.4,7.8,9.3,13.1,14.4,11.7,7.5,7.4,7.5,6.1,5.7,6.5,5.7,5.6,5.8,5.5,5.7,5.3,6.2,6.1,6.4,11.1,7.7,6.3,3.8
87,2013-04,874478.0,317226.0,557252.0,12806.0,35397.0,50688.0,40916.0,76937.0,3621.0,9776.0,14592.0,40795.0,17473.0,80782.0,80225.0,22649.0,13799.0,6183.0,50615.0,604438.0,310995.0,293443.0,12437.0,27617.0,48124.0,29829.0,16434.0,3597.0,6598.0,10985.0,17281.0,69268.0,49886.0,270040.0,6231.0,263809.0,7781.0,2564.0,11087.0,60503.0,9646.0,7993.0,29811.0,11514.0,80164.0,22202.0,13163.0,6069.0,2013,April,7.6,7.8,7.3,6.7,7.0,6.3,13.3,14.3,12.4,5.3,9.0,24.4,26.8,21.9,21.9,23.6,20.1,40.9,46.9,36.7,30.6,30.4,30.9,6.9,7.2,6.7,6.1,6.4,5.7,12.2,13.1,11.4,8.0,8.1,7.8,13.4,14.4,12.3,7.5,7.7,7.3,5.9,5.8,5.9,5.9,6.1,5.6,5.5,5.7,5.2,6.2,6.3,6.0,11.6,7.5,6.4,3.9
88,2013-05,883125.0,321380.0,561744.0,13060.0,35791.0,51812.0,40802.0,78456.0,3729.0,10171.0,14425.0,39502.0,17683.0,84181.0,81091.0,22913.0,13985.0,5869.0,48276.0,613515.0,315172.0,298342.0,12727.0,28061.0,49502.0,29727.0,17643.0,3687.0,6772.0,11091.0,17475.0,72662.0,47584.0,269610.0,6208.0,263402.0,7730.0,2310.0,11075.0,60813.0,10067.0,7653.0,28411.0,11519.0,81007.0,22518.0,13363.0,5662.0,2013,May,7.5,7.9,7.1,6.7,7.0,6.3,13.4,14.9,12.0,4.5,9.0,24.4,27.1,21.5,21.6,23.4,19.6,42.4,51.1,35.3,29.6,29.5,29.8,6.8,7.1,6.5,6.1,6.4,5.8,12.2,13.5,11.1,8.0,7.6,8.6,13.3,14.8,11.6,7.2,7.2,7.2,6.0,5.9,6.2,5.9,6.2,5.6,5.3,5.8,4.7,6.1,6.3,5.9,11.0,7.3,6.5,3.9
89,2013-06,893943.0,324253.0,569690.0,13296.0,36199.0,51526.0,40655.0,79061.0,3538.0,9640.0,14810.0,39638.0,17966.0,90795.0,83810.0,20527.0,13198.0,5351.0,49681.0,622241.0,318429.0,303812.0,12737.0,27877.0,49533.0,28874.0,16894.0,3507.0,6893.0,11557.0,17709.0,77855.0,49129.0,271702.0,5824.0,265878.0,8321.0,1993.0,11782.0,62167.0,9555.0,7916.0,28081.0,12940.0,83751.0,20193.0,12574.0,5207.0,2013,June,7.5,7.7,7.3,6.6,6.8,6.4,14.2,15.0,13.5,4.7,9.1,23.1,26.5,19.5,20.2,23.1,17.1,43.9,54.7,33.1,26.9,30.7,21.8,6.9,7.0,6.8,6.1,6.2,6.0,12.9,13.2,12.7,8.2,7.9,8.6,13.5,14.9,11.9,7.6,7.5,7.8,5.9,5.8,6.1,5.8,6.0,5.6,5.4,5.5,5.4,6.2,6.2,6.2,10.7,7.7,6.5,3.8
90,2013-07,913848.0,327569.0,586279.0,13447.0,37212.0,53439.0,41205.0,81248.0,3387.0,8780.0,14721.0,40670.0,18326.0,93292.0,82506.0,22309.0,13464.0,6098.0,56175.0,640882.0,321697.0,319185.0,12879.0,29357.0,51139.0,29875.0,17446.0,3348.0,6947.0,12065.0,18183.0,81246.0,55440.0,272966.0,5872.0,267093.0,7855.0,2300.0,11330.0,63802.0,8691.0,7775.0,28605.0,12046.0,82237.0,22036.0,12941.0,5992.0,2013,July,7.3,7.7,6.8,6.5,6.9,6.1,12.6,14.0,11.4,5.3,9.4,23.3,26.9,19.7,20.3,24.1,16.3,41.1,46.2,36.3,29.5,28.8,30.4,6.7,7.0,6.3,6.0,6.3,5.6,11.4,12.6,10.4,8.3,8.2,8.5,12.4,13.8,10.8,7.5,7.7,7.2,5.9,5.8,6.0,5.6,5.6,5.6,5.0,5.6,4.1,6.0,6.2,5.8,10.8,7.5,6.1,3.8
91,2013-08,924194.0,335029.0,589165.0,13952.0,37505.0,52771.0,40323.0,80322.0,3382.0,9181.0,16227.0,39623.0,18126.0,95553.0,83774.0,23805.0,13442.0,5895.0,55284.0,650659.0,329198.0,321460.0,13341.0,30056.0,50791.0,28909.0,17231.0,3359.0,7817.0,11635.0,17998.0,84401.0,54505.0,273535.0,5831.0,267704.0,7449.0,1980.0,11414.0,63091.0,9057.0,8410.0,27988.0,11152.0,83556.0,23375.0,12900.0,5793.0,2013,August,7.2,7.7,6.7,6.4,6.8,5.9,12.8,14.7,11.1,5.1,9.2,22.5,24.9,20.0,19.9,22.0,17.7,37.0,42.8,30.9,27.6,27.7,27.3,6.7,7.1,6.2,5.9,6.2,5.4,11.8,13.4,10.4,8.3,8.2,8.3,13.2,14.6,11.6,7.7,8.3,6.9,5.6,5.6,5.7,5.4,5.5,5.2,5.0,5.4,4.6,5.9,6.2,5.5,11.1,7.4,6.1,3.4
92,2013-09,933133.0,338930.0,594203.0,14064.0,38995.0,54260.0,40535.0,78577.0,3271.0,9578.0,16030.0,39838.0,18335.0,101243.0,84122.0,23397.0,13512.0,5990.0,52457.0,660233.0,333560.0,326673.0,13548.0,31528.0,52260.0,29286.0,16905.0,3244.0,7482.0,11185.0,18263.0,90037.0,51678.0,272899.0,5370.0,267530.0,7467.0,2000.0,11249.0,61672.0,9466.0,8548.0,28654.0,11206.0,83941.0,23124.0,12940.0,5870.0,2013,September,7.2,7.7,6.7,6.3,6.7,5.9,13.0,15.2,11.0,5.4,8.8,21.3,24.2,18.1,19.0,21.8,16.1,34.1,37.8,29.3,26.4,30.1,21.7,6.7,7.1,6.2,5.8,6.1,5.5,12.2,14.1,10.4,8.0,8.0,8.0,12.8,14.6,10.7,7.4,7.8,6.9,5.6,5.7,5.4,5.6,5.8,5.3,5.2,5.5,5.0,6.0,6.2,5.7,10.5,7.6,6.1,3.7
93,2013-10,945707.0,345386.0,600322.0,14356.0,40722.0,55522.0,40602.0,79696.0,3489.0,9430.0,16222.0,39794.0,17767.0,105836.0,80528.0,23610.0,13786.0,6081.0,52880.0,673723.0,339907.0,333816.0,13890.0,32609.0,53634.0,29838.0,17408.0,3458.0,7531.0,10832.0,17654.0,93651.0,52109.0,271985.0,5479.0,266506.0,8113.0,1888.0,10764.0,62288.0,9296.0,8692.0,28962.0,12184.0,80353.0,23342.0,13335.0,5907.0,2013,October,7.2,7.5,6.8,6.3,6.6,5.9,12.8,13.8,12.0,5.4,9.1,22.2,24.9,19.3,19.2,21.5,16.8,35.8,39.3,31.9,26.2,26.6,25.8,6.6,6.9,6.3,5.8,6.1,5.4,11.9,12.7,11.3,8.2,8.2,8.4,12.2,13.7,10.5,7.1,7.2,6.9,5.7,5.7,5.7,5.8,6.0,5.6,5.5,5.6,5.3,6.0,6.1,5.8,10.9,7.2,6.4,3.7
94,2013-11,956530.0,351824.0,604706.0,14826.0,41786.0,57849.0,40674.0,79181.0,3514.0,9849.0,15917.0,38756.0,18650.0,108046.0,80282.0,22334.0,13785.0,5920.0,53339.0,686318.0,346152.0,340166.0,14404.0,34130.0,55830.0,30009.0,16683.0,3504.0,7357.0,10602.0,18540.0,94954.0,52899.0,270212.0,5671.0,264541.0,7656.0,2019.0,10665.0,62499.0,9648.0,8561.0,28154.0,13092.0,80250.0,22095.0,13121.0,5802.0,2013,November,6.9,7.2,6.7,6.1,6.4,5.8,12.3,13.2,11.5,5.2,8.7,20.7,23.1,18.3,18.6,20.4,16.8,36.6,43.8,29.6,24.8,26.1,23.4,6.4,6.6,6.2,5.6,5.9,5.3,11.4,12.0,10.9,8.0,7.7,8.3,11.6,12.4,10.8,7.3,7.4,7.2,5.7,5.9,5.4,5.5,5.6,5.3,4.9,5.2,4.5,5.9,6.0,5.7,10.7,7.2,6.4,3.4
95,2013-12,970204.0,359787.0,610417.0,14180.0,42504.0,57667.0,39224.0,76473.0,3467.0,9376.0,15837.0,38900.0,18034.0,112704.0,82099.0,22354.0,12421.0,6658.0,58521.0,700980.0,354434.0,346546.0,13799.0,34852.0,55704.0,29060.0,16551.0,3454.0,7082.0,10479.0,17912.0,98489.0,58010.0,269224.0,5353.0,263872.0,7652.0,1962.0,10165.0,59922.0,9241.0,8755.0,28421.0,14215.0,82065.0,22080.0,11826.0,6541.0,2013,December,6.7,6.8,6.6,5.9,6.0,5.8,11.9,12.6,11.4,4.3,8.3,20.4,21.2,19.6,18.5,18.2,18.8,34.8,42.7,27.5,24.2,22.0,26.7,6.2,6.3,6.1,5.4,5.6,5.3,11.1,11.4,10.8,7.6,7.1,8.3,10.8,11.5,10.1,6.9,7.0,6.8,5.4,5.2,5.5,5.0,4.9,5.2,5.1,5.2,4.9,5.6,5.6,5.6,9.8,7.0,6.2,3.3
96,2014-01,977003.0,365879.0,611124.0,15150.0,43215.0,54677.0,39058.0,76370.0,3385.0,9717.0,15265.0,39225.0,18166.0,120505.0,81240.0,20767.0,12292.0,6229.0,55865.0,711944.0,360876.0,351069.0,14791.0,35628.0,52904.0,28692.0,16149.0,3366.0,7127.0,10668.0,18000.0,106899.0,55492.0,265058.0,5003.0,260055.0,7587.0,1774.0,10365.0,60221.0,9583.0,8138.0,28557.0,13606.0,81169.0,20513.0,11562.0,6065.0,2014,January,6.6,6.8,6.3,5.7,5.8,5.5,12.1,13.3,11.1,4.7,8.3,20.4,22.7,18.2,17.2,18.9,15.6,37.8,46.6,30.1,23.9,21.6,26.4,6.1,6.2,5.8,5.3,5.4,5.1,11.2,12.0,10.4,7.6,7.0,8.4,11.9,12.9,10.9,6.8,6.9,6.6,5.0,4.9,5.1,5.0,5.2,4.9,4.5,4.7,4.4,5.3,5.5,5.1,9.4,6.5,5.9,3.3
97,2014-02,976744.0,360207.0,616537.0,15984.0,43465.0,57289.0,39010.0,75039.0,3256.0,9213.0,14757.0,40274.0,18510.0,124630.0,81737.0,20390.0,11633.0,6594.0,54756.0,713127.0,355272.0,357855.0,15640.0,35638.0,55576.0,28571.0,15426.0,3249.0,7132.0,11068.0,18307.0,112063.0,54154.0,263617.0,4936.0,258681.0,7827.0,1713.0,10440.0,59613.0,9094.0,7625.0,29205.0,12567.0,81644.0,20128.0,11182.0,6487.0,2014,February,6.7,6.9,6.4,5.8,6.0,5.6,11.8,13.5,10.4,5.9,8.2,21.4,24.8,18.2,18.4,21.2,15.7,33.8,42.3,27.8,27.3,28.7,25.8,6.1,6.3,5.9,5.3,5.5,5.2,11.1,12.6,9.7,7.4,6.4,8.6,12.0,13.6,10.4,7.1,7.0,7.2,5.0,5.1,4.9,5.1,5.3,4.9,4.5,4.5,4.4,5.4,5.5,5.4,9.8,6.4,6.0,3.4
98,2014-03,983647.0,367580.0,616066.0,15413.0,43321.0,58344.0,37575.0,76028.0,3644.0,9392.0,15679.0,40524.0,18138.0,122809.0,82959.0,20956.0,12698.0,6840.0,51746.0,717594.0,362682.0,354912.0,15028.0,35284.0,56692.0,27971.0,16385.0,3643.0,7347.0,11434.0,17957.0,110779.0,51239.0,266052.0,4898.0,261154.0,8037.0,1652.0,9604.0,59643.0,9268.0,8332.0,29090.0,12030.0,82880.0,20636.0,12167.0,6740.0,2014,March,6.7,6.7,6.6,5.8,5.8,5.8,12.1,12.9,11.3,5.5,7.9,20.8,23.4,18.1,18.1,20.8,15.4,36.0,40.3,32.1,22.8,22.8,22.7,6.1,6.1,6.2,5.3,5.2,5.4,11.2,11.9,10.6,7.2,6.4,8.4,12.4,13.1,11.5,6.9,6.5,7.3,5.2,5.0,5.4,4.9,4.9,5.0,4.7,4.7,4.6,5.4,5.3,5.6,9.4,6.3,6.0,3.4
99,2014-04,998581.0,371769.0,626812.0,15590.0,46289.0,58301.0,38762.0,80280.0,3182.0,9303.0,16399.0,40552.0,17631.0,120493.0,83955.0,21736.0,13302.0,6730.0,54307.0,726715.0,367032.0,359683.0,15209.0,38589.0,56566.0,28641.0,16940.0,3181.0,7625.0,12203.0,17485.0,108343.0,53828.0,271865.0,4737.0,267128.0,7700.0,1734.0,10120.0,63340.0,9179.0,8774.0,28349.0,12150.0,83877.0,21498.0,12791.0,6608.0,2014,April,6.2,6.4,6.1,5.3,5.5,5.1,11.6,12.4,10.8,5.9,7.2,19.4,21.9,16.9,16.6,18.8,14.5,36.8,43.3,29.9,24.5,26.3,22.5,5.8,5.9,5.6,4.9,5.0,4.7,10.6,11.1,10.2,6.5,6.1,7.0,10.8,12.2,9.2,6.7,6.6,6.7,4.9,4.8,5.0,4.6,4.5,4.8,4.7,4.7,4.6,5.2,5.2,5.2,8.7,6.2,5.7,3.3
100,2014-05,1000788.0,374705.0,626083.0,15246.0,45863.0,60163.0,38261.0,80159.0,3181.0,9459.0,16701.0,42939.0,17295.0,116467.0,84284.0,22136.0,14167.0,6906.0,52857.0,726515.0,369986.0,356530.0,14949.0,38182.0,58194.0,28879.0,16791.0,3179.0,7370.0,12487.0,17148.0,105817.0,52346.0,274272.0,4719.0,269553.0,7681.0,1968.0,9382.0,63368.0,9290.0,9331.0,30452.0,10649.0,84190.0,21888.0,13593.0,6803.0,2014,May,6.3,6.4,6.2,5.4,5.5,5.3,11.4,12.3,10.5,5.7,7.7,19.3,20.8,17.7,17.2,19.7,14.8,30.4,30.9,30.0,19.6,19.8,19.5,5.8,5.9,5.8,5.0,5.0,4.9,10.7,11.7,9.8,7.2,6.6,8.0,11.1,12.2,10.0,6.6,6.7,6.4,5.0,4.9,5.1,4.5,4.3,4.6,4.6,4.6,4.7,5.2,5.2,5.2,9.2,6.5,5.5,3.2
101,2014-06,1001123.0,369855.0,631268.0,15716.0,46929.0,61682.0,38355.0,81988.0,3239.0,9318.0,16798.0,42767.0,16902.0,113939.0,80549.0,24033.0,13073.0,7826.0,58155.0,726333.0,364799.0,361534.0,15340.0,39269.0,59715.0,28351.0,17346.0,3239.0,7501.0,12374.0,16685.0,102591.0,57785.0,274790.0,5056.0,269734.0,7660.0,1968.0,10004.0,64643.0,9125.0,9297.0,30393.0,11348.0,80451.0,23774.0,12501.0,7608.0,2014,June,6.1,6.3,5.8,5.3,5.4,5.2,11.0,11.7,10.4,4.7,7.8,20.4,22.1,18.8,18.7,21.1,16.3,31.9,31.6,32.2,25.8,27.4,24.3,5.5,5.7,5.3,4.8,4.9,4.7,10.3,11.0,9.6,6.9,6.7,7.2,10.5,11.8,9.1,6.5,6.6,6.3,4.7,4.5,4.9,4.2,4.1,4.3,4.5,5.0,4.0,5.0,5.1,4.9,9.2,5.9,5.2,3.3
102,2014-07,1007983.0,369271.0,638712.0,16785.0,46890.0,62769.0,39032.0,81136.0,3410.0,9901.0,16964.0,42063.0,16783.0,115940.0,83527.0,23924.0,13737.0,7441.0,58411.0,726108.0,364168.0,361939.0,16256.0,39047.0,60880.0,29092.0,16761.0,3397.0,7775.0,11758.0,16479.0,101266.0,57850.0,281875.0,5103.0,276773.0,7844.0,1890.0,9940.0,64374.0,9696.0,9189.0,30305.0,14674.0,83419.0,23655.0,13172.0,7210.0,2014,July,6.2,6.2,6.1,5.3,5.3,5.2,11.6,12.5,10.9,4.2,7.7,20.3,22.0,18.5,18.6,20.6,16.4,34.8,35.7,33.8,26.8,26.6,27.1,5.6,5.7,5.6,4.8,4.7,4.8,10.8,11.6,10.2,6.8,6.5,7.2,11.0,12.3,9.5,6.5,6.5,6.6,4.8,4.8,4.8,4.1,3.8,4.5,4.5,4.4,4.6,5.0,4.9,5.1,9.5,6.1,5.3,3.1
103,2014-08,1009599.0,370694.0,638905.0,16956.0,46836.0,64914.0,38209.0,82817.0,3394.0,9313.0,16993.0,41468.0,17140.0,110088.0,86319.0,23928.0,13585.0,7168.0,59778.0,728293.0,365642.0,362651.0,16393.0,39296.0,62902.0,28578.0,16928.0,3394.0,7497.0,11539.0,16983.0,98487.0,59059.0,281306.0,5052.0,276254.0,7540.0,2013.0,9632.0,65890.0,9043.0,9495.0,29929.0,11601.0,86021.0,23721.0,12989.0,6942.0,2014,August,6.1,6.3,6.0,5.3,5.4,5.1,11.4,11.7,11.2,4.5,7.4,19.4,21.2,17.6,17.4,19.0,15.8,30.8,34.2,27.6,20.8,20.3,21.4,5.7,5.7,5.6,4.8,4.9,4.7,10.7,10.8,10.6,6.8,6.2,7.7,11.0,11.9,9.9,6.8,6.6,7.1,4.8,4.9,4.7,4.1,4.1,4.1,4.5,4.4,4.6,5.0,5.0,5.1,9.2,6.1,5.3,3.2
104,2014-09,1013401.0,378811.0,634590.0,17523.0,48316.0,67832.0,38136.0,79011.0,3429.0,9459.0,16920.0,41486.0,16910.0,102904.0,84886.0,23676.0,13796.0,7779.0,62528.0,737400.0,373498.0,363902.0,16988.0,40717.0,65654.0,28670.0,15850.0,3412.0,7660.0,11873.0,16684.0,92577.0,62060.0,276001.0,5313.0,270689.0,7600.0,2179.0,9465.0,63162.0,9159.0,9260.0,29612.0,10327.0,84482.0,23460.0,13271.0,7465.0,2014,September,5.9,5.9,6.0,5.1,5.0,5.2,11.0,11.7,10.4,4.4,6.8,20.1,22.3,17.9,18.7,21.2,16.1,29.7,31.6,28.3,24.3,23.9,24.7,5.4,5.3,5.5,4.6,4.4,4.7,10.3,11.0,9.6,6.0,5.2,7.1,11.6,12.7,10.3,6.3,5.9,6.7,4.4,4.0,4.8,4.1,4.0,4.3,3.9,3.9,3.9,4.7,4.5,4.9,8.5,5.4,5.4,2.9
105,2014-10,1038453.0,383346.0,655106.0,18796.0,49130.0,69359.0,39516.0,81097.0,3493.0,9751.0,17711.0,43635.0,17023.0,99394.0,89016.0,24364.0,13928.0,8253.0,70640.0,751171.0,378228.0,372943.0,18266.0,41522.0,67064.0,29633.0,16762.0,3477.0,8246.0,12829.0,16790.0,86617.0,70095.0,287282.0,5119.0,282163.0,7609.0,2295.0,9882.0,64335.0,9413.0,9465.0,30806.0,12776.0,88693.0,24143.0,13351.0,8070.0,2014,October,5.7,5.6,5.9,4.9,4.7,5.1,10.6,11.2,10.1,5.1,6.8,18.7,19.6,17.9,16.4,17.0,15.8,32.9,33.5,32.4,20.1,20.7,19.3,5.2,5.1,5.4,4.4,4.2,4.6,9.7,10.3,9.2,6.2,5.4,7.3,10.3,10.0,10.5,6.1,5.9,6.4,4.4,4.1,4.7,4.0,3.8,4.3,4.1,4.2,3.9,4.7,4.5,4.8,8.1,5.7,4.9,3.0
